,name,city,rating,rating_count,cost,cuisine
51057,Kebab & Rolls,"Greater Kailash 2,Delhi",3.8,100,500,"Kebabs,North Indian"
51058,Fat Wrap Fat Roll,"Greater Kailash 2,Delhi",4.1,20,400,"Snacks,Beverages"
51060,Crusty Culture- Artisan Pizzas,"Greater Kailash 2,Delhi",3.9,50,550,"Pizzas,Italian"
51061,Wow! Momo,"Greater Kailash 2,Delhi",3.9,100,300,"Tibetan,Healthy Food"
51063,Tobiko by ENOKI,"Greater Kailash 2,Delhi",4.6,50,800,"Chinese,Sushi"
51064,Havmor Havfunn ice cream,"Greater Kailash 2,Delhi",4.3,100,200,"Ice Cream,Ice Cream Cakes"
51065,Al Sameer,"Greater Kailash 2,Delhi",3.0,20,300,"North Indian,Mughlai"
51076,BOSS Burger,"Greater Kailash 2,Delhi",4.0,100,500,"American,Continental"
51079,CHEEZY BLEND,"Greater Kailash 2,Delhi",4.1,20,400,"American,Pizzas"
51081,"Chai Lelo- Chai, Snacks & More","Greater Kailash 2,Delhi",3.6,50,150,"Beverages,Snacks"
51083,Recipe Master- Crafted Shawarmas and More,"Greater Kailash 2,Delhi",4.2,50,500,"Lebanese,Middle Eastern"
51084,Meals and Bowls,"Greater Kailash 2,Delhi",3.4,100,150,Indian
51085,Enoki - Fresh Asian Kitchen,"Greater Kailash 2,Delhi",4.3,100,1000,"Chinese,Pan-Asian"
51087,The Great Cafe,"Greater Kailash 2,Delhi",3.1,20,50,Beverages
51089,MoonMoon - Juicy Crustwiches,"Greater Kailash 2,Delhi",4.1,100,300,"American,Snacks"
51090,Baskin Robbins,"Greater Kailash 2,Delhi",4.5,50,300,"Ice Cream,Desserts"
51092,Tony's Italian Pizza,"Greater Kailash 2,Delhi",4.0,100,550,"Italian,Pizzas"
51098,Khandani,"Greater Kailash 2,Delhi",4.2,20,150,"Snacks,Beverages"
51099,Taste of Tibet,"Greater Kailash 2,Delhi",3.7,100,500,Tibetan
51100,Faasos - Wraps & Rolls,"Greater Kailash 2,Delhi",4.1,500,200,"Fast Food,Snacks"
51101,Chowman East of Kailash,"Greater Kailash 2,Delhi",4.3,100,750,"Chinese,Asian"
51104,Sandburg Shakes,"Greater Kailash 2,Delhi",4.5,100,500,"American,Salads"
51112,Chef on street,"Greater Kailash 2,Delhi",4.4,20,250,"Chinese,Italian"
51114,Wafflesome,"Greater Kailash 2,Delhi",4.3,50,299,"Fast Food,Desserts"
51116,Taste of China,"Greater Kailash 2,Delhi",3.4,20,300,Fast Food
51122,Noodle HOUSE,"Greater Kailash 2,Delhi",4.4,20,350,"Chinese,Thai"
51124,VEER JI MALAI CHAAP WALE,"Greater Kailash 2,Delhi",3.7,100,300,"Tandoor,North Indian"
51125,Al - Jawahar Restaurant,"Greater Kailash 2,Delhi",3.0,20,500,"North Indian,Snacks"
51128,The Bong Connections,"Greater Kailash 2,Delhi",4.2,50,500,"Bengali,Thalis"
51129,The Punjabi Food Factory,"Greater Kailash 2,Delhi",2.9,20,200,Indian
51130,Starbucks Coffee,"Greater Kailash 2,Delhi",4.0,50,400,Beverages
51131,Giani's,"Greater Kailash 2,Delhi",4.6,50,200,"Ice Cream,Desserts"
51133,Drums of heaven express,"Greater Kailash 2,Delhi",4.2,50,900,"Thai,Chinese"
51134,Curry Affair,"Greater Kailash 2,Delhi",4.3,20,300,"North Indian,Desserts"
51135,SAINA FOOD POINT,"Greater Kailash 2,Delhi",4.1,100,300,"Chinese,Indian"
51136,Punjab-E-Zaika,"Greater Kailash 2,Delhi",3.3,20,200,"Mughlai,Tandoor"
51137,A W Foods,"Greater Kailash 2,Delhi",4.0,100,500,North Indian
51139,SGF - Spice Grill Flame,"Greater Kailash 2,Delhi",3.7,100,250,"North Indian,Chinese"
51141,WICHEE,"Greater Kailash 2,Delhi",4.2,20,400,"American,Beverages"
51142,Yummy world,"Greater Kailash 2,Delhi",3.1,50,299,"Snacks,Healthy Food"
51147,GYM FOODIE,"Greater Kailash 2,Delhi",3.8,20,250,"Fast Food,Indian"
51148,Al- Mueen Chicken Corner,"Greater Kailash 2,Delhi",3.9,100,200,"Mughlai,Biryani"
51149,Chungwa,"Greater Kailash 2,Delhi",4.3,20,1000,"Thai,Seafood"
51154,Layla's Shawarma & Middle Eastern Kitchen,"Greater Kailash 2,Delhi",4.4,100,900,Middle Eastern
51155,Call Chotu - Your Everyday Food Genie,"Greater Kailash 2,Delhi",4.0,500,300,"North Indian,American"
51158,LEAFSNBEANS,"Greater Kailash 2,Delhi",3.5,20,200,"Continental,Desserts"
51163,Wok Me,"Greater Kailash 2,Delhi",4.2,20,550,"Chinese,Thai"
51164,Subway (Kalkaji),"Greater Kailash 2,Delhi",4.2,100,300,"Fast Food,Salads"
51168,Punjabi Zaika,"Greater Kailash 2,Delhi",3.6,100,500,"Mughlai,North Indian"
51176,Defence Bakery,"Greater Kailash 2,Delhi",4.5,100,500,"Bakery,Desserts"
51181,The Biryani Life,"Greater Kailash 2,Delhi",4.3,20,250,"Biryani,Hyderabadi"
51182,Kori's,"Greater Kailash 2,Delhi",4.1,100,1000,"Korean,Sushi"
51186,Bol Gappe,"Greater Kailash 2,Delhi",4.1,100,200,"Chaat,Street Food"
51187,Kake Da Hotel ( Of Connaught Place Fame),"Greater Kailash 2,Delhi",4.2,500,400,North Indian
51188,Truffle Story,"Greater Kailash 2,Delhi",4.0,20,300,Bakery
51190,Kebab Ganj,"Greater Kailash 2,Delhi",4.0,20,200,"North Indian,Biryani"
51191,Whipped,"Greater Kailash 2,Delhi",4.2,100,1000,Bakery
51192,Momo Singh,"Greater Kailash 2,Delhi",3.3,20,250,"Indian,Chinese"
51195,POMP - Pizza On My Plate,"Greater Kailash 2,Delhi",4.1,100,700,"Pizzas,American"
51196,BIMBOX - Burger In My Box,"Greater Kailash 2,Delhi",4.0,100,550,"American,Beverages"
51198,Ashirbad Snacks Corner,"Greater Kailash 2,Delhi",4.1,100,100,"Bengali,Fast Food"
51201,Maa Tara,"Greater Kailash 2,Delhi",4.2,100,400,"North Indian,Bengali"
51205,The emperors chef,"Greater Kailash 2,Delhi",4.7,20,600,"Chinese,Pan-Asian"
51207,Third Wave Coffee,"Greater Kailash 2,Delhi",4.3,100,400,"Beverages,Bakery"
51208,Domino's Pizza,"Greater Kailash 2,Delhi",4.1,100,400,Pizzas
51211,Flaming Wok,"Greater Kailash 2,Delhi",4.3,20,600,"Chinese,Thai"
51212,ParaFit Delivers,"Greater Kailash 2,Delhi",4.3,100,500,"Indian,Continental"
51213,INDISH - The Art Of Mughlai Food,"Greater Kailash 2,Delhi",4.2,50,400,"North Indian,Mughlai"
51214,Green Cravings,"Greater Kailash 2,Delhi",3.9,50,250,"Healthy Food,Continental"
51217,Nikke Tikke Express,"Greater Kailash 2,Delhi",4.1,20,400,"Afghani,North Indian"
51218,CAFE  CLOVE,"Greater Kailash 2,Delhi",4.1,20,250,"North Indian,Indian"
51220,Bikaner Express,"Greater Kailash 2,Delhi",4.2,50,150,Indian
51222,Chickeera,"Greater Kailash 2,Delhi",4.1,100,500,"American,Mexican"
51223,MONGINIS- The Cake Shop,"Greater Kailash 2,Delhi",4.7,20,300,"Bakery,Desserts"
51224,LunchBox - Meals and Thalis,"Greater Kailash 2,Delhi",4.2,100,200,"North Indian,Punjabi"
51227,Nirula's,"Greater Kailash 2,Delhi",4.2,100,300,"Desserts,Ice Cream"
51232,L' Opera,"Greater Kailash 2,Delhi",4.0,20,600,"Bakery,Desserts"
51235,Lords Of Chaap,"Greater Kailash 2,Delhi",3.9,100,300,North Indian
51236,Burger King,"Greater Kailash 2,Delhi",4.1,1000,350,American
51237,Barista,"Greater Kailash 2,Delhi",3.8,20,350,"Beverages,Snacks"
51240,Lhasa,"Greater Kailash 2,Delhi",3.9,100,400,"Chinese,Tibetan"
51241,Wagh Bakri Tea Lounge,"Greater Kailash 2,Delhi",4.4,20,500,"Beverages,Snacks"
51243,Alam Muradabadi Chicken Corner,"Greater Kailash 2,Delhi",2.6,20,300,Mughlai
51249,Dhaba Punjabi,"Greater Kailash 2,Delhi",3.8,100,200,North Indian
51250,Dadu Cutlet Shop,"Greater Kailash 2,Delhi",4.0,100,150,Indian
51251,Little Chinese Chef,"Greater Kailash 2,Delhi",3.4,20,250,Fast Food
51253,Shekaza - Since 1992,"Greater Kailash 2,Delhi",4.3,100,300,"North Indian,Chinese"
51254,C.I.A Call it Asiian,"Greater Kailash 2,Delhi",4.6,500,800,"Pan-Asian,Chinese"
51256,Sweet Truth - Cake and Desserts,"Greater Kailash 2,Delhi",4.1,50,450,"Ice Cream,Bakery"
51257,Madly Bangalee,"Greater Kailash 2,Delhi",3.0,20,400,"Bengali,Continental"
51258,The Projekt,"Greater Kailash 2,Delhi",3.3,20,350,"Chinese,Asian"
51264,Sheikh Chang Singh,"Greater Kailash 2,Delhi",4.3,50,450,"Chinese,Biryani"
51265,Veg Potli,"Greater Kailash 2,Delhi",3.0,20,150,"Indian,North Indian"
51267,Stop My Starvation,"Greater Kailash 2,Delhi",4.8,20,300,"Bakery,Fast Food"
51269,New Chennai Cafe,"Greater Kailash 2,Delhi",2.4,20,250,South Indian
51271,Mr  D elicious,"Greater Kailash 2,Delhi",4.7,50,200,"North Indian,Indian"
51272,SuperSucker,"Greater Kailash 2,Delhi",3.7,20,400,"Chinese,Beverages"
51273,THALI AT 99,"Greater Kailash 2,Delhi",3.8,100,99,"Thalis,Indian"
51274,Slay Coffee,"Greater Kailash 2,Delhi",4.6,100,200,"Beverages,Desserts"
51277,Sai Durga Dosa & Pizza Corner,"Greater Kailash 2,Delhi",3.7,50,250,"South Indian,Italian"
51278,Currynama by Seven Seas,"Greater Kailash 2,Delhi",4.4,20,800,"North Indian,Mughlai"
51284,Khidmat,"Greater Kailash 2,Delhi",4.3,20,750,"Mughlai,Indian"
51289,S b Punjabi Tadka,"Greater Kailash 2,Delhi",4.0,50,100,North Indian
51299,Think Biryani,"Greater Kailash 2,Delhi",5.0,20,500,"Biryani,North Indian"
51303,Aminia,"Greater Kailash 2,Delhi",4.1,100,500,"Mughlai,Biryani"
51306,EMOI- ARTISANAL ICE CREAMS & GELATO,"Greater Kailash 2,Delhi",4.6,50,200,"Ice Cream,Desserts"
51308,Butter Chicken Company,"Greater Kailash 2,Delhi",3.9,50,600,"North Indian,Tandoor"
51309,Azzurro Express,"Greater Kailash 2,Delhi",4.4,20,800,"Pizzas,Pastas"
51310,CHICAGO PIZZA,"Greater Kailash 2,Delhi",3.5,100,300,Pizzas
51312,The Food Box - Thalis & Meals,"Greater Kailash 2,Delhi",4.6,50,300,"Thalis,North Indian"
51313,Punjabi Rasoi,"Greater Kailash 2,Delhi",3.6,1000,200,"North Indian,Biryani"
51316,Biryani Badshah,"Greater Kailash 2,Delhi",4.1,100,400,"Biryani,Hyderabadi"
51317,Yours Truly Butter Chicken,"Greater Kailash 2,Delhi",4.2,100,600,"North Indian,Kebabs"
51318,Hot Paprika,"Greater Kailash 2,Delhi",3.6,100,250,"Chinese,Snacks"
51322,Kake Da Dhaba,"Greater Kailash 2,Delhi",2.5,20,200,Indian
51323,Chaayos Chai+Snacks=Relax,"Greater Kailash 2,Delhi",4.6,100,250,"Bakery,Beverages"
51333,Hong Kong Express,"Greater Kailash 2,Delhi",4.0,100,450,"Chinese,Thai"
51335,Angels in my Kitchen,"Greater Kailash 2,Delhi",4.1,20,600,Bakery
51343,Thalis Of Nation,"Greater Kailash 2,Delhi",3.3,20,250,"North Indian,South Indian"
51346,Grill Kitchen,"Greater Kailash 2,Delhi",4.1,50,300,"North Indian,Mughlai"
51347,Mr. Momo Express,"Greater Kailash 2,Delhi",4.3,20,200,"Chinese,Fast Food"
51348,Auntie Fung's,"Greater Kailash 2,Delhi",3.8,50,600,"Thai,Chinese"
51352,Cocoberry,"Greater Kailash 2,Delhi",4.3,100,200,Desserts
51354,Biryani Blues,"Greater Kailash 2,Delhi",4.0,500,400,"Biryani,Hyderabadi"
51355,Open Oven Bakehouse,"Greater Kailash 2,Delhi",4.3,50,200,"Desserts,Bakery"
51358,Firangi Bake,"Greater Kailash 2,Delhi",4.0,20,400,"Italian,Mexican"
51360,Shake sahab,"Greater Kailash 2,Delhi",3.4,50,200,"Beverages,Ice Cream"
51364,Bang Bang Pizza,"Greater Kailash 2,Delhi",4.4,20,500,"Pizzas,Italian"
51367,Foodmenu,"Greater Kailash 2,Delhi",4.9,50,250,"North Indian,Indian"
51370,Oye Punjabi's,"Greater Kailash 2,Delhi",4.1,100,250,"Mughlai,North Indian"
51371,Shama  Biryani,"Greater Kailash 2,Delhi",3.3,20,200,Indian
51373,Oven Story Pizza,"Greater Kailash 2,Delhi",3.7,100,400,Pizzas
51377,SPICE ALLEY,"Greater Kailash 2,Delhi",3.9,20,450,"North Indian,Mughlai"
51382,Call Chotu - Meal in a Bowl,"Greater Kailash 2,Delhi",4.2,100,300,"North Indian,Chinese"
51389,MOMO,"Greater Kailash 2,Delhi",2.6,20,100,Chinese
51390,Pearl's Pizza,"Greater Kailash 2,Delhi",4.2,20,1200,Italian
51393,CHINESE CLOWN,"Greater Kailash 2,Delhi",3.7,50,450,"Chinese,Tibetan"
51395,Sardarji Di Bhatti (Since 1981),"Greater Kailash 2,Delhi",3.5,100,300,"North Indian,Punjabi"
51396,Chinese Daily,"Greater Kailash 2,Delhi",4.1,100,400,"Chinese,Thai"
51399,Amritsari Hatti,"Greater Kailash 2,Delhi",3.7,100,200,"North Indian,Mughlai"
51402,Khana Khazana Restaurant,"Greater Kailash 2,Delhi",4.1,100,200,"North Indian,Chinese"
51403,Momo Express,"Greater Kailash 2,Delhi",3.3,20,200,Chinese
51408,Baraat - Celebrate Indian Food,"Greater Kailash 2,Delhi",4.2,20,600,North Indian
51409,Maalgaadi by Dhaba Estd 1986 Delhi,"Greater Kailash 2,Delhi",4.0,100,300,"North Indian,Indian"
51410,Sona Sweets Sri Udupi Restaurant,"Greater Kailash 2,Delhi",4.4,50,400,"South Indian,North Indian"
51413,Yours Truly Butter Paneer,"Greater Kailash 2,Delhi",4.3,50,500,"Desserts,Kebabs"
51416,Spice Market - Premium Kebab Experience,"Greater Kailash 2,Delhi",4.2,50,600,"Indian,Mughlai"
51426,MOMO SHOMO,"Greater Kailash 2,Delhi",4.1,50,300,"Chinese,Fast Food"
51428,Hello Asia,"Greater Kailash 2,Delhi",3.8,20,300,"Chinese,Pan-Asian"
51429,Hangchuaa's Chinese food corner,"Greater Kailash 2,Delhi",3.0,100,300,Chinese
51430,THE WELCOME DRINKS,"Greater Kailash 2,Delhi",3.4,20,50,Beverages
51432,Wendy's,"Greater Kailash 2,Delhi",4.1,100,400,"American,Burgers"
51435,Lutyens kitchen,"Greater Kailash 2,Delhi",4.5,20,200,"Chinese,Pan-Asian"
51437,KHURAK-HEALTHY FOOD JOINT,"Greater Kailash 2,Delhi",4.0,20,200,"Juices,Beverages"
51439,Dilli 19,"Greater Kailash 2,Delhi",3.9,500,400,"Indian,Chinese"
51442,Nathu's Bakers & Sweets Shop,"Greater Kailash 2,Delhi",3.2,50,300,"North Indian,Desserts"
51443,GetAWhey - Healthy Ice creams.,"Greater Kailash 2,Delhi",4.6,20,250,"Ice Cream,Healthy Food"
51444,Yo Punjabi,"Greater Kailash 2,Delhi",3.9,20,400,"North Indian,Beverages"
51445,Prince Of China,"Greater Kailash 2,Delhi",3.7,20,500,"Chinese,Thai"
51446,Samosa super fast,"Greater Kailash 2,Delhi",3.7,50,110,"Indian,Snacks"
51449,Asian Dora,"Greater Kailash 2,Delhi",4.1,100,300,"Chinese,Asian"
51467,Blue Tokai Coffee Roasters,"Greater Kailash 2,Delhi",4.8,100,800,"Healthy Food,Pastas"
51468,CHINESE STORY,"Greater Kailash 2,Delhi",2.8,50,200,Chinese
51470,THE TARI STORY,"Greater Kailash 2,Delhi",1.2,20,500,"North Indian,Chinese"
51473,Smoke House Deli,"Greater Kailash 2,Delhi",4.3,100,600,"Italian,Continental"
51474,Captain Chinese,"Greater Kailash 2,Delhi",4.2,20,300,"Chinese,Thai"
51475,Yangkiez by Momo Mami,"Greater Kailash 2,Delhi",4.1,500,300,"Chinese,Pan-Asian"
51478,Wok Choi,"Greater Kailash 2,Delhi",4.4,50,500,"Asian,Chinese"
51479,Coastal Reef,"Greater Kailash 2,Delhi",4.6,50,600,"Coastal,Seafood"
51485,PetPuraan,"Greater Kailash 2,Delhi",4.3,20,600,"Biryani,Indian"
51487,Ikigai By Harisons Caterers (Est 1960),"Greater Kailash 2,Delhi",4.8,50,1100,"Japanese,Asian"
51497,NIC Natural Ice Creams,"Greater Kailash 2,Delhi",4.6,500,120,"Ice Cream,Desserts"
51498,Padmanabham,"Greater Kailash 2,Delhi",4.1,100,300,"South Indian,Mughlai"
51499,The Himalayan Kitchen,"Greater Kailash 2,Delhi",3.5,20,1300,"Chinese,Tibetan"
51500,New Minar Restaurant (GK1),"Greater Kailash 2,Delhi",4.2,20,1200,North Indian
51507,Horn Please,"Greater Kailash 2,Delhi",4.3,20,500,"Pan-Asian,Chinese"
51510,Ustad,"Greater Kailash 2,Delhi",4.1,50,350,"North Indian,Tandoor"
51518,Chocolateria San Churro,"Greater Kailash 2,Delhi",3.9,100,350,"Desserts,Bakery"
51520,PM 2 AM Food Bank,"Greater Kailash 2,Delhi",4.2,20,500,"Mughlai,Indian"
51523,Foodie India,"Greater Kailash 2,Delhi",3.8,20,500,"Chinese,Asian"
51524,Greenr Cafe,"Greater Kailash 2,Delhi",4.3,20,800,"Healthy Food,Salads"
51525,Natural Ice Cream,"Greater Kailash 2,Delhi",4.7,50,150,Ice Cream
51532,Bella Pizza,"Greater Kailash 2,Delhi",4.8,20,500,"Pizzas,Fast Food"
51539,Crazy Bao,"Greater Kailash 2,Delhi",2.5,20,200,"Pan-Asian,American"
51542,Napoli Pizza,"Greater Kailash 2,Delhi",4.0,20,400,"Pizzas,Italian"
51544,BE HEALTHY,"Greater Kailash 2,Delhi",3.5,20,250,"Healthy Food,Beverages"
51546,Dimsum & Co.,"Greater Kailash 2,Delhi",4.2,20,650,"Chinese,Thai"
51547,DELHI FOOD CORNER,"Greater Kailash 2,Delhi",3.8,50,300,"Chinese,Indian"
51548,Punjabi Snacks,"Greater Kailash 2,Delhi",3.9,20,150,Fast Food
51549,The Meal Factory,"Greater Kailash 2,Delhi",3.8,50,150,"Thalis,Combo"
51553,The Orange Twigs Cafe,"Greater Kailash 2,Delhi",4.5,50,600,American
51554,Yaami s Kitchen,"Greater Kailash 2,Delhi",4.1,20,300,Chinese
51556,ABSOLUTE SAMOSA,"Greater Kailash 2,Delhi",2.7,20,150,"Snacks,Indian"
51559,Pearl's Eatery,"Greater Kailash 2,Delhi",4.0,20,1500,"American,Desserts"
51562,Hungry Panda - Deliciously Chinese,"Greater Kailash 2,Delhi",3.5,20,300,"Chinese,Pan-Asian"
51566,Mr. Hungry,"Greater Kailash 2,Delhi",3.7,100,150,"Indian,Chinese"
51571,Khanti bangali,"Greater Kailash 2,Delhi",3.6,100,300,"Bengali,Seafood"
51572,CHINESE LICIOUS,"Greater Kailash 2,Delhi",4.2,20,300,"Chinese,Pan-Asian"
51573,The Asian Trail by Pearl Boutique Bakery,"Greater Kailash 2,Delhi",4.7,20,800,Chinese
51574,Naivedyam,"Greater Kailash 2,Delhi",4.2,100,300,South Indian
51575,Let's Noodle,"Greater Kailash 2,Delhi",4.6,20,350,"Chinese,Indian"
51577,Anupama Sweets and Restaurant,"Greater Kailash 2,Delhi",4.0,500,250,"Sweets,North Indian"
51578,Just Dig In,"Greater Kailash 2,Delhi",5.0,20,600,"Healthy Food,Snacks"
51581,CHINESE NATION,"Greater Kailash 2,Delhi",4.0,50,300,"Chinese,Thai"
51582,Aaro Khabo,"Greater Kailash 2,Delhi",3.1,100,300,Bengali
51583,MOMO.IN,"Greater Kailash 2,Delhi",2.0,20,99,Chinese
51585,Ice Cream Works,"Greater Kailash 2,Delhi",4.2,20,500,Ice Cream
51586,The Chinese story,"Greater Kailash 2,Delhi",2.8,20,300,Chinese
51589,Burgerama,"Greater Kailash 2,Delhi",4.4,100,600,"American,Beverages"
51593,CAFE CHINESE WOK,"Greater Kailash 2,Delhi",4.3,20,300,"Chinese,Thai"
51599,Sagar Ratna,"Greater Kailash 2,Delhi",4.1,100,450,"South Indian,North Indian"
51602,IKURA,"Greater Kailash 2,Delhi",3.8,20,800,"Chinese,Sushi"
51603,FreshMenu,"Greater Kailash 2,Delhi",3.9,500,250,"Chinese,Continental"
51604,Bijoli Grill,"Greater Kailash 2,Delhi",4.4,50,800,North Indian
51605,Insta Pizza,"Greater Kailash 2,Delhi",3.9,100,400,"Pizzas,Italian"
51612,"Fat Guy's Kitchen - Pizza, Pasta & Burgers!!","Greater Kailash 2,Delhi",4.1,20,800,"Pizzas,Pastas"
51616,AMMAS KITCHEN,"Greater Kailash 2,Delhi",4.2,50,400,South Indian
51617,Bombay Meri Jaan,"Greater Kailash 2,Delhi",4.1,100,300,"Fast Food,Street Food"
51619,Govindas,"Greater Kailash 2,Delhi",4.7,50,500,"Indian,Chinese"
51621,SECOND WIFE'S RESTAURANT,"Greater Kailash 2,Delhi",4.1,20,150,"North Indian,Chinese"
51623,Bunty Dhaba,"Greater Kailash 2,Delhi",3.8,100,500,"North Indian,Chinese"
51625,kitchen,"Greater Kailash 2,Delhi",3.5,20,500,"Tibetan,North Indian"
51627,Relax Xpress,"Greater Kailash 2,Delhi",4.2,100,400,"Mughlai,North Indian"
51636,The Punjabi Story,"Greater Kailash 2,Delhi",4.1,20,250,"Indian,Mughlai"
51639,Sandoz Nehru Place,"Greater Kailash 2,Delhi",4.3,100,300,North Indian
51641,Social,"Greater Kailash 2,Delhi",4.3,100,600,"North Indian,Chinese"
51643,GREEN PEPPER,"Greater Kailash 2,Delhi",3.6,20,400,"South Indian,Indian"
51650,Ghar Ka Tadka,"Greater Kailash 2,Delhi",3.6,100,150,Indian
51651,The Urban Dhaba,"Greater Kailash 2,Delhi",3.5,20,150,Indian
51657,JD CHINESE FAST FOOD,"Greater Kailash 2,Delhi",4.3,20,250,"Chinese,Pastas"
51658,Vaishno Rasoi,"Greater Kailash 2,Delhi",3.6,20,200,Indian
51660,Dessert Studio by Third Wave,"Greater Kailash 2,Delhi",5.0,20,400,Desserts
51661,Mehfil Biryani by Zakir Khan,"Greater Kailash 2,Delhi",3.4,20,350,"Biryani,Mughlai"
51664,Itminaan Biryani - Dum Pukht,"Greater Kailash 2,Delhi",4.4,20,400,"Biryani,North Indian"
51665,Fat Lulu's Pizza,"Greater Kailash 2,Delhi",3.9,500,800,"Pizzas,Italian"
51671,The Gourmet's,"Greater Kailash 2,Delhi",4.3,20,500,"North Indian,Mughlai"
51673,Wat-A-Thali !,"Greater Kailash 2,Delhi",3.1,20,150,Indian
51674,La Pino'z Pizza,"Greater Kailash 2,Delhi",3.7,500,400,"Pizzas,Italian"
51676,THE HOT SPICY,"Greater Kailash 2,Delhi",3.2,20,200,"Chinese,North Indian"
51681,Sardarji Malai Chaap Wale,"Greater Kailash 2,Delhi",3.3,100,300,North Indian
51682,BIRYANI TIMES,"Greater Kailash 2,Delhi",4.4,20,600,"Biryani,Lucknowi"
51684,"Sassy Begum - Biryani, Kebabs & Curries","Greater Kailash 2,Delhi",4.1,100,500,"Hyderabadi,Biryani"
51685,Motown - Detroit Style Pizza,"Greater Kailash 2,Delhi",4.5,50,900,Pizzas
51688,Cafe Lhasa House,"Greater Kailash 2,Delhi",3.8,100,400,"Tibetan,Chinese"
51689,Aggarwal sweets ( Night),"Greater Kailash 2,Delhi",3.8,50,250,Desserts
51691,Apni Veg Rasoi,"Greater Kailash 2,Delhi",3.5,50,150,Indian
51692,WELCOME CHICKEN CORNER,"Greater Kailash 2,Delhi",3.9,100,300,"Chinese,Indian"
51693,Apna Aggarwal Sweets,"Greater Kailash 2,Delhi",3.8,100,120,"Sweets,North Indian"
51695,Moti Mahal,"Greater Kailash 2,Delhi",4.2,50,1200,"North Indian,Mughlai"
51696,Uncle Xpress,"Greater Kailash 2,Delhi",4.3,100,250,"North Indian,Chinese"
51699,Bhookemon,"Greater Kailash 2,Delhi",4.5,100,500,"North Indian,Chinese"
51700,Raju Vaishnav Dhaba,"Greater Kailash 2,Delhi",4.0,50,250,"Indian,Chinese"
51701,Mr.Momo,"Greater Kailash 2,Delhi",3.5,100,200,"Chinese,Nepalese"
51707,Chinese Only!,"Greater Kailash 2,Delhi",3.0,20,200,"Chinese,Beverages"
51711,LORDS OF CHINESE,"Greater Kailash 2,Delhi",3.8,20,150,Chinese
51712,Moolchand Paratha (Kalka Ji),"Greater Kailash 2,Delhi",4.1,1000,300,"North Indian,Snacks"
51714,Burger Singh (Big Punjabi Burgers),"Greater Kailash 2,Delhi",4.1,500,300,"Snacks,Fast Food"
51715,Sanjay Chur Chur Naan,"Greater Kailash 2,Delhi",3.9,50,300,Indian
51717,Aggarwal Sweet Corner & Restaurant,"Greater Kailash 2,Delhi",4.1,500,300,"North Indian,Desserts"
51718,CHINESE HUB,"Greater Kailash 2,Delhi",3.0,20,99,Chinese
51719,Kandy's Pastry Parlour,"Greater Kailash 2,Delhi",4.2,100,250,"Fast Food,Desserts"
51723,34 Chowringhee Lane,"Greater Kailash 2,Delhi",4.1,100,300,Fast Food
51725,Tiffin Story,"Greater Kailash 2,Delhi",4.4,1000,200,"Home Food,South Indian"
51726,The Bowl Company,"Greater Kailash 2,Delhi",4.3,1000,300,"Continental,Indian"
51727,Amritsari Chaap Wale,"Greater Kailash 2,Delhi",3.3,20,300,"North Indian,Fast Food"
51729,Sameer's Restaurant,"Greater Kailash 2,Delhi",3.7,500,450,"North Indian,Chinese"
51730,BOX8 - Desi Meals,"Greater Kailash 2,Delhi",4.1,500,250,"North Indian,Biryani"
51734,Nirvana - Taste of Heaven,"Greater Kailash 2,Delhi",3.7,100,300,"North Indian,Tandoor"
51735,Anna Ka Dosa,"Greater Kailash 2,Delhi",3.9,1000,250,"South Indian,Indian"
51742,Chai Point,"Greater Kailash 2,Delhi",4.2,1000,150,"Bakery,Beverages"
51749,Annapurna Tiffin service,"Greater Kailash 2,Delhi",3.8,50,150,Indian
51750,Mealful Rolls - Meals in a Roll,"Greater Kailash 2,Delhi",4.3,20,250,"Fast Food,North Indian"
51752,Vegetarian Bawarchi,"Greater Kailash 2,Delhi",3.6,100,150,"North Indian,Chinese"
51753,Dawat,"Greater Kailash 2,Delhi",4.2,50,350,"Mughlai,Indian"
51758,Box Of Desire-Lets Make Momories,"Greater Kailash 2,Delhi",4.0,50,200,"Chinese,Tibetan"
51762,KFC,"Greater Kailash 2,Delhi",4.0,1000,400,"American,Snacks"
51763,Big Dragon,"Greater Kailash 2,Delhi",4.1,50,500,"Chinese,Pan-Asian"
51764,Hunger Hub,"Greater Kailash 2,Delhi",4.4,50,300,"Chinese,Tibetan"
67841,Royal Tandoor,"sohna road,Gurgaon",3.9,100,100,"North Indian,Chinese"
67845,Moti Mahal Delux Tandoori Trail,"sohna road,Gurgaon",4.2,50,700,Indian
67849,Giani,"sohna road,Gurgaon",4.0,20,300,"Ice Cream,Beverages"
67850,Punjab Junction,"sohna road,Gurgaon",3.8,500,250,"North Indian,Chinese"
67851,Nomad Pizza- Traveller Series,"sohna road,Gurgaon",4.4,50,700,"Pizzas,Italian"
67857,Ghee and Turmeric,"sohna road,Gurgaon",4.1,100,500,"North Indian,Tandoor"
67858,Well Served,"sohna road,Gurgaon",4.4,50,280,"Indian,Thalis"
67859,HR-26 Zaika,"sohna road,Gurgaon",3.8,1000,350,"North Indian,Chinese"
67860,shri ram dhaba,"sohna road,Gurgaon",3.9,500,400,"North Indian,Tandoor"
67865,Domino's Pizza,"sohna road,Gurgaon",4.0,100,400,Pizzas
